"","GSM559619","GSM559623","GSM559624","GSM559628","GSM559616","GSM559617","GSM559618","GSM559620","GSM559621","GSM559622","GSM559625","GSM559626","GSM559627","GSM559629","GSM559630","GSM559631","GSM559632","GSM559633","GSM559634","GSM559635"
"DSCR10",2.41831,2.368905,2.53958,2.40074,2.37057,2.320195,2.424555,2.445025,2.444925,2.479345,2.434985,2.757035,2.449315,2.46102,2.35775,2.52593,2.39621,2.741615,2.401105,3.16775
"ABHD11",4.39366333333333,3.72455333333333,3.95355,3.68508666666667,4.34754,4.96566666666667,5.83136333333333,4.75352,4.29175666666667,6.16238666666667,4.77219666666667,4.18618,3.84963,4.28546,4.50999,4.06028666666667,4.43467666666667,4.8117,4.47453,4.11643
"ACAP2",5.74860666666667,5.72552666666667,5.49241333333333,5.77143333333333,6.45491333333333,5.70779,5.54600666666667,5.60051666666667,5.44394333333333,5.98785,5.0614,5.32370666666667,6.32384,5.71822666666667,5.96558666666667,5.80682,5.59674,5.38434333333333,5.77641333333333,5.34067
"GAMT",4.6009,5.09243333333333,5.31531666666667,4.74621666666667,5.26353333333333,6.10738,5.17258,4.73151,5.07620333333333,6.09879,5.16175333333333,5.18721666666667,4.94967333333333,5.21504666666667,4.73321,4.73814666666667,6.60093666666667,5.89402333333333,6.35655666666667,5.25802666666667
"PLCD3",3.33192,3.337815,3.359265,3.412505,3.090045,3.23126,3.449115,3.029025,3.886565,3.4369,3.51955,3.637205,3.38097,3.268815,3.89339,3.712855,3.258075,3.874125,3.411515,4.72763
"IRF6",4.15599666666667,2.87859,3.91257333333333,2.91928,6.06955333333333,6.29873,6.00480333333333,6.48485333333333,6.19634,7.42586666666667,5.60142333333333,5.18800666666667,5.39258,5.60553,6.34902333333333,5.27780666666667,6.74246666666667,4.85677333333333,6.04826333333333,5.21595333333333
"PTPRC",5.900096,6.633088,5.733318,5.235568,4.794336,5.854124,5.535676,5.338686,5.060352,5.361438,4.793464,3.952832,3.703858,7.37113,5.031612,5.285298,4.823906,4.379638,5.943448,5.404212
"MAN1A2",5.27273333333333,5.49089333333333,5.21676166666667,5.44897,7.48684333333333,4.935735,5.08820333333333,4.53287833333333,4.88720333333333,5.66227833333333,4.91763166666667,5.47415166666667,5.55870166666667,5.19360333333333,5.76240666666667,5.406155,4.94606166666667,5.48256333333333,5.12193333333333,5.47453166666667
"RAPH1",7.31701,7.24435,7.7040175,7.5145475,8.4148975,8.0800475,7.13169,9.1187675,7.0934825,7.853715,7.8729075,5.6942875,6.228795,7.0586225,7.9404125,7.38909,7.1540975,7.737085,7.1583425,6.5763875
"SMCR8",5.089828,5.14476,5.195394,5.10025,5.427748,4.927504,5.168836,4.871508,5.361938,6.20504,5.125868,4.762222,4.983748,5.134722,5.712114,5.388988,5.63134,5.244118,5.466622,5.345072
"LACTB",6.05557,6.78864,5.65929,5.63006,4.90565,7.75339666666667,5.41968,6.42863,5.12149333333333,6.68759,5.73957,3.89038333333333,4.09223333333333,5.91142,6.19474333333333,6.06174333333333,5.63492333333333,4.70582,7.62637666666667,5.84568666666667
"BNC1",2.51661,2.68112,2.763495,2.780465,2.779415,2.77439,2.79723,2.787765,3.665835,2.779745,2.914865,2.92194,2.98537,2.90714,3.519575,3.529305,2.841865,3.058755,2.85135,4.638645
"MPP4",2.370515,2.370855,2.36652,2.369125,2.39453,2.30008,2.351225,2.421925,2.45703,2.405275,2.42958,2.532305,2.4249,2.42483,2.55095,2.472255,2.41369,2.72917,2.346415,2.78
"LACE1",2.497175,2.40329,2.703725,2.686495,2.675015,2.64105,2.68221,3.45065,3.33188,2.645735,2.6839,2.967355,2.73273,2.72683,2.881245,2.915405,2.91133,2.83164,2.685905,3.706765
"IDI2",2.48363,2.57624,2.58338,2.57189,2.5684,2.50406,2.51129,2.57409,2.60873,2.57985,2.64188,2.8548,2.67298,2.57893,2.48357,2.67372,2.50668,2.94869,2.55786,3.19267
"CYP11B1",2.344035,2.452025,2.39973,2.39301,2.39838,2.329815,2.389,2.3447,2.41856,2.4636,2.47512,2.50786,2.40922,2.444395,2.336335,2.394785,2.339855,2.621875,2.386225,2.718285
"TAF8",3.559952,4.049558,3.864802,3.623864,3.673496,3.525566,3.733924,3.718182,3.671082,3.917364,3.518256,3.688066,3.372274,3.421078,3.34398,3.997964,3.490654,3.893104,3.428378,4.754288
"COBL",4.483485,2.84519,3.956405,2.971215,7.19259,6.57488,5.00497,6.799125,4.55973,5.25193,5.832285,5.428025,6.198235,4.138515,5.92567,5.518525,6.40091,5.77274,5.443695,2.920305
"SLAMF6",3.84071,4.09751,4.08495,3.62878,4.18058,3.89604,4.56656,4.15396,4.60918,4.08111,4.37818,5.65631,4.40663,7.29182,4.51367,4.47762,4.0361,5.02088,5.32506,7.20626
"ZSCAN20",2.92413333333333,2.96559666666667,2.70649,2.95535333333333,3.10593,2.99251,2.90106333333333,2.98648,3.13217333333333,2.97831333333333,3.09656666666667,3.36311333333333,3.01795,2.97004,2.99309333333333,3.44563333333333,3.43505666666667,3.48086333333333,2.95349666666667,4.29925666666667
"GPBAR1",3.19319,4.20975,5.59239,4.93243,2.98114,2.93669,2.98594,2.89176,3.04452,2.89802,3.00848,3.1705,2.99876,3.03197,2.94467,3.04556,2.95087,3.34246,3.01951,3.98506
"RHBDL2",2.64976,2.70626333333333,2.62364666666667,2.63874333333333,3.30818,2.71672,3.11792666666667,2.59688333333333,2.69694333333333,2.64116333333333,4.35434333333333,2.74006333333333,2.95288666666667,2.70633,2.66671,2.71041,2.83011333333333,2.80766,3.19971,2.79820333333333
"FRAS1",3.582724,3.14982,3.007238,3.144006,3.495528,2.570762,3.109932,2.535234,3.282564,2.751922,2.436172,3.518058,3.523754,2.889902,3.431832,3.221264,2.977698,3.117872,2.598978,3.278446
"BRSK1",3.35411,3.66379,3.68726,2.62672,3.36464,3.38798,3.57992,3.60407,3.64413,3.51905,4.58631,4.56655,3.64379,3.99267,3.38428,3.57609,3.55989,3.6006,3.79035,6.78488
"CRB2",2.1443,2.14099,2.17942,2.10656,2.17942,2.17054,2.14327,2.14139,2.16773,2.27653,2.18149,2.28152,2.19219,2.1618,2.12218,2.23305,2.13814,2.94025,2.20244,2.29921
"KCNE4",3.76367,3.24061333333333,4.51421,3.38022666666667,2.45047666666667,6.66912333333333,3.52652,2.7106,3.58279333333333,3.67761333333333,3.60770333333333,2.61525666666667,2.84118666666667,5.77205,4.56398,3.83720333333333,3.12912666666667,2.71231666666667,7.29198666666667,2.98661666666667
"CD300LG",4.0360825,4.6492725,4.4487875,4.6045325,2.6182125,2.4320875,3.11428,2.514545,3.58609,2.81173,2.7368925,2.839905,2.7485725,2.845185,3.60017,4.2668375,2.7055375,3.1703625,2.52028,3.8633075
"SLC34A3",2.631575,2.67448,2.65246,2.695235,2.719405,2.632455,2.686155,2.619875,2.92482,2.705705,2.78405,3.133465,2.738645,2.730735,2.640755,2.75204,2.656485,2.87746,2.713315,3.55011
"CPA6",2.311,2.313295,2.299045,2.29991,2.314355,2.332975,2.280505,2.34017,2.32751,2.35865,2.52249,2.50569,2.4349,3.341975,4.40842,2.3546,2.31441,2.416435,2.376545,2.918155
"WBP2NL",3.03159,2.96769,2.91379,2.94465,4.78101,2.74158,2.83442,2.69877,2.9471,3.57795,2.77069,3.18146,3.76741,3.04559,2.82742,3.02671,2.96573,3.11529,3.51404,3.15131
"HIPK1",4.3827875,4.546235,4.441215,4.708565,4.5598425,4.446295,4.773455,4.2865925,4.1859,4.8364675,4.0147175,3.87464,4.1533475,4.2301475,4.3632125,4.1632075,4.3325725,4.10111,4.0540275,3.5804525
"MTBP",3.16982,3.0206975,3.059065,2.993955,4.028185,3.5173375,3.2917925,3.7958325,3.25017,5.1507625,3.3073425,4.1389975,4.6894575,3.361905,3.3012425,3.595495,3.2290175,3.5540625,3.2975325,4.38252
"ACVR1C",8.02869,8.70696,8.997605,10.053455,3.677225,3.401675,4.947045,3.876685,4.570435,3.633715,4.26101,4.09932,3.58813,3.692645,4.725935,7.01589,4.451045,5.42094,3.33384,6.043155
"TMEM74",2.46026666666667,2.61349333333333,2.46695333333333,2.41065333333333,2.61436666666667,2.38693666666667,2.47309333333333,2.44692333333333,2.89754666666667,2.51144666666667,2.55918666666667,2.78000333333333,2.86271333333333,2.61957,2.43084666666667,2.54865333333333,2.41208333333333,2.75204,2.46496666666667,2.89968333333333
"TIGD4",2.67212,2.65304,2.60457666666667,2.64321666666667,2.70192333333333,2.63110666666667,2.65455,2.67506666666667,3.43920666666667,2.79568666666667,2.68467,3.26537,3.02096,2.67693666666667,3.93259,4.07685,2.69091666666667,4.73267333333333,2.88982,5.81025666666667
"ART5",2.57199,2.55782,2.50977,2.48661,2.50549,2.4966,2.48765,2.50373,2.65707,2.54152,2.7177,4.39194,2.57561,2.65775,2.54266,2.75145,2.39673,2.90213,2.56016,3.76586
"FAM71C",2.19809,2.20873,2.29305,2.27978,2.23358,2.19758,2.24594,2.24936,2.30935,2.16994,2.26878,2.38511,2.29986,2.25969,2.19785,2.2558,2.19519,2.40262,2.26415,2.60273
"C21orf67",3.10329666666667,3.04434,3.08823,3.06746,3.11977333333333,3.04562,3.18489333333333,3.1916,3.15183,3.13117333333333,3.37818,3.3621,3.13756,3.14106666666667,3.07849666666667,3.48411333333333,3.08325333333333,3.31492666666667,3.21356666666667,3.38622333333333
"NLRP11",2.2202,2.29044,2.2531,2.26695,2.27022,2.20977,2.27022,2.28877,2.26794,2.27344,2.28687,2.36383,2.29334,2.31229,2.17632,2.25704,2.22047,2.36171,2.23221,2.57349
"ATP6V1C2",2.66607,2.68713,3.01947,3.043215,5.899075,2.45725,2.72327,3.744285,2.68036,5.22359,7.838645,3.259015,3.31112,2.74288,3.113755,2.666735,2.5536,2.73167,2.693615,3.151525
"CLDN19",3.43414,3.42941,3.29971333333333,3.26717333333333,3.5067,3.33835,3.50192666666667,3.39504,4.02327333333333,3.57325666666667,3.57884333333333,4.05983,3.77479333333333,3.81244333333333,3.52125,4.08416,3.23426,3.79444333333333,3.46186666666667,4.73117666666667
"VTI1A",3.893084,4.021546,4.099392,4.1704,3.993472,3.82539,3.887528,4.142522,3.861274,3.64972,4.317594,4.408624,4.343602,3.994654,4.253804,4.107528,4.016448,4.116128,3.78559,4.446666
"KIF6",2.630058,2.700182,2.662386,2.686688,2.705226,2.654492,2.676958,2.662626,3.15397,2.657294,2.75194,3.164966,2.761832,2.784106,2.706424,3.025992,2.614552,3.424882,2.975378,4.193004
"IQCD",2.86196,2.84954,3.04294,2.93853,2.83384,3.81542,2.74226,3.19299,2.952,2.82628,3.98125,2.84898,2.81059,2.90711,3.45198,2.89992,3.73498,3.16694,2.89992,2.92672
"TAGAP",3.668848,4.343838,3.531414,3.60554,3.140742,3.283624,3.443774,3.402088,3.477476,3.417892,3.286998,3.244514,2.855624,4.731074,3.595484,3.72864,3.449498,3.233336,4.492974,3.973212
"STON2",3.5451775,3.8909125,3.9721475,3.5919575,2.9364525,3.407445,3.8262875,3.2743,3.8498225,3.25225,3.8740175,3.6236775,3.61619,3.99472,4.121615,3.5881075,3.4293225,3.5435125,3.25106,3.5870325
"SERPINA12",2.74326,2.72422,2.8339,2.7491,3.10076,2.68045,2.69748,2.58589,2.80953,2.80862,2.89065,3.41202,2.82739,2.78655,2.72803,2.75338,2.71881,2.97171,2.74309,4.84025
"LETM2",2.88965,2.824505,2.838625,2.68492,2.740085,3.74577,2.867385,2.908045,3.254265,4.19899,4.814915,3.58507,2.97358,3.04589,2.918605,3.33512,4.576155,3.154835,2.976315,3.133965
"BSND",2.33158666666667,2.30636333333333,2.45605333333333,2.37639666666667,2.36848666666667,2.32298666666667,2.35121666666667,2.39469666666667,2.46752,2.30140666666667,2.41503333333333,2.44078,2.48934333333333,2.44065666666667,2.29519,2.47875333333333,2.30399666666667,2.52392333333333,2.31570333333333,2.82748666666667
"CLEC4C",2.61819,2.69634,2.65601,2.64584,2.69573,2.43377,2.65266,2.653095,2.748955,2.679325,2.74001,2.88633,2.731015,2.8172,2.65573,2.721955,2.633625,2.846145,2.822475,3.362645
"NLRC4",3.37613,3.49367,3.598985,3.444,2.64129,2.80199,2.770575,2.737245,2.74587,2.74476,2.78996,3.1958,2.76543,2.890795,3.30412,2.886905,3.37965,3.7123,3.14628,3.712875
"PRSS36",2.92134,2.94277,3.13157,3.15462,3.09668,3.01855,3.31532,3.19584,3.50539,3.20839,3.23534,3.41943,3.20056,3.5005,3.01336,3.22966,3.38181,3.30689,3.19584,4.3641
"ZDHHC15",4.49182,2.49856,2.70103,2.69207,4.76408,3.34669,2.71912,3.67336,5.5688,2.57391,2.598,2.73537,2.52694,2.59893,4.60561,5.2309,2.47899,5.01607,2.78107,7.89591
"RAI1",4.76079666666667,4.45509666666667,4.60293333333333,4.32504666666667,5.33241666666667,4.73438666666667,5.15057,4.79483,5.15616666666667,5.35825666666667,5.10432333333333,5.03409333333333,5.00794666666667,4.79152,5.10478,4.95536666666667,5.24065666666667,5.12546666666667,5.02822333333333,4.98617
"CDK15",2.66888333333333,3.05923,2.92289,3.10744666666667,2.54391,2.51783333333333,2.60016333333333,2.61422666666667,2.65039666666667,2.49716,2.78646,2.80257666666667,2.61579,2.73212666666667,3.53780666666667,3.19885,2.72943,3.21450666666667,2.68755333333333,3.97912666666667
"ZNF570",4.601055,4.619085,4.60603,4.929485,7.2719,4.51438,4.597095,4.30655,4.597225,4.33706,4.59753,4.754995,4.480135,4.69009,5.180475,5.27389,4.842065,4.61975,4.755765,5.920015
"AF131215.4",2.49058,2.51723,2.71449,2.6919,2.53138,2.92407,2.67591,2.4417,2.72265,3.60845,2.70061,3.13033,2.72003,2.79909,2.57489,3.10956,2.49817,2.86913,2.50817,4.6823
"NUDT9P1",2.40513,2.45437,2.44253,2.44051,2.44358,2.41937,2.43376,2.48002,2.62582,2.48381,2.50536,2.65879,2.50203,2.5279,2.48373,2.50171,2.44513,2.78556,2.42976,3.07532
"BTBD16",2.49241,2.49266,2.53093,2.49537,2.53036,2.47444,2.54571,2.44684,2.5265,2.59355,2.5597,2.64248,2.53991,2.52521,2.4431,2.532,2.5091,2.53564,2.50166,2.77988
"RTP3",2.450215,2.41041,2.313275,2.30468,2.399495,2.35026,2.41749,2.358005,2.42125,2.458555,2.455465,2.50793,2.417085,2.411695,2.4201,2.42725,2.389585,2.416345,2.40809,2.778405
"TSPEAR",2.46043,2.63041333333333,2.48901,2.45453,2.47104333333333,2.41454333333333,2.44659,2.41953,2.56735333333333,2.46382333333333,2.54541666666667,3.06648,2.55893666666667,2.58856333333333,2.49472,2.59161333333333,2.48894666666667,2.89555,2.47210666666667,3.38706333333333
"MIPOL1",3.4973875,3.34665,3.2284975,3.4070875,3.6657825,3.8199825,3.5889025,4.4021125,3.901615,3.4130575,3.8368,3.6065475,3.646885,4.16382,3.8629375,4.0142775,3.9335,3.9803,3.9511275,5.64958
"C6orf141",3.220495,3.565455,3.232435,3.667685,4.5048,2.983085,3.243425,3.69695,3.384695,5.551205,3.592425,3.18716,3.009635,3.57608,3.30754,3.03815,4.51576,2.7811,5.839025,3.395465
"ALMS1P",3.51477,3.44482,3.34903,3.34555,3.53897,3.51493,3.33198,3.53451,3.51423,3.43767,4.01049,5.27482,4.3096,3.58484,3.56995,3.59501,3.49612,4.25569,3.50075,4.82673
"MYO3B",2.37008666666667,2.40579666666667,2.32792666666667,2.39118666666667,2.42263,2.36744,2.42204333333333,2.43488666666667,2.45599333333333,2.45347,2.44482333333333,2.59292333333333,2.45241333333333,2.48969666666667,2.41132666666667,2.63836666666667,2.41375,2.62151666666667,2.42661666666667,2.81664333333333
"ADAM21",2.5973,2.637985,2.509615,2.43054,2.67089,2.503475,2.631295,2.41149,3.473245,2.52806,2.62247,2.68651,2.627015,2.52424,2.94858,4.074385,2.42016,3.54174,2.58494,3.05675
"TRIML2",2.46751,2.39169,2.60261,2.48597,2.5114,2.44741,2.45516,3.84825,2.55685,2.38074,2.48597,2.5431,2.50102,2.48935,2.44355,2.51423,2.43413,2.58255,2.45642,2.55523
"ABCC13",2.5286175,2.4410575,2.487755,2.45013,2.5075575,2.413375,2.48719,2.46177,2.712045,2.4400375,2.6048825,3.036075,2.88101,3.5250925,2.559435,2.6255975,2.4127325,2.8167475,5.5710675,3.6782
"IL12RB1",3.04661333333333,2.98142666666667,3.02917,3.04852,3.04859666666667,2.99410666666667,3.03875333333333,2.89895,3.08404333333333,3.00782333333333,3.04487333333333,3.09013666666667,3.09605666666667,3.88539666666667,3.28748333333333,3.09232666666667,3.02898666666667,3.11514666666667,3.4661,3.18715666666667
"GTF2A1L",2.58963,2.73523,2.6889,4.14018,2.7631,2.56605,2.68425,2.60035,2.81805,2.77023,2.85373,4.25996,2.8022,2.84272,2.72919,2.81161,2.65,3.34197,2.72226,4.86381
"TRPV3",2.898955,2.64582,2.688035,2.717245,2.723285,2.62226,2.70626,2.76434,3.222355,2.72604,2.85949,2.82066,2.766085,2.761725,2.74008,2.84569,2.685945,3.126015,2.717595,3.49783
"CNBD1",2.38651,2.44891,2.61212,2.500205,2.581405,2.452805,2.502785,2.50481,3.418005,2.52984,2.83374,3.44393,3.185345,3.056045,3.324425,2.65891,2.434235,2.798895,2.56104,4.849635
"ABCC12",2.316625,2.59669,2.386745,2.326765,2.30311,2.274485,2.6788,4.148905,2.24389,2.283875,2.329785,2.42937,2.357485,2.35042,2.40907,2.33756,2.267795,2.35682,2.313855,2.366255
"MMP21",2.40236,2.45496,2.41435,2.41957,2.50362,2.39717,2.46836,2.44071,2.50362,2.59558,2.70753,2.75696,2.50362,2.56568,2.39441,2.5268,2.43817,2.55612,2.46309,2.93557
"TMEM190",2.43544,2.48483,2.47776,2.46072,2.5017,2.42513,2.74011,2.50871,2.46517,2.49712,2.52839,2.9082,2.50254,3.27434,2.66556,2.48846,2.39693,2.59184,2.49999,3.72114
"GAS2L2",2.32617,2.32861,2.32008,2.32367,2.32861,2.25793,2.24555,2.23135,2.37186,2.30505,2.44067,2.4533,2.35554,2.66891,2.27654,2.36114,2.24399,2.49982,2.28103,2.53585
"KCNG4",2.19483,2.25092,2.38377,2.20673,2.23227,2.20707,2.24783,2.20178,2.3765,2.2679,2.24358,2.36127,2.26878,2.35526,2.17443,2.2806,2.19921,2.28814,2.20773,2.2418
"PXT1",2.58617,2.59436,2.59915,2.56476,2.45565,2.43762,2.49484,2.45904,2.49484,2.4018,2.49484,2.80422,2.55034,2.49484,2.46001,2.5287,2.46817,2.39336,2.46991,2.48771
"CACNG5",2.53929,2.59362,2.60573,2.61623,2.597365,2.381485,2.606205,2.62336,2.719745,2.590205,2.62156,2.789545,2.659375,2.711415,2.656005,2.65605,2.567675,2.94203,2.663135,3.61581
"LINC00308",2.548435,2.608755,2.698735,2.551125,2.51949,2.479645,2.522735,2.43328,2.750555,2.520925,2.59078,2.661675,2.5711,2.583955,2.635255,2.89945,2.5007,2.7809,2.562215,2.89449
"FAM223A /// FAM223B",3.23259,4.25984,4.72319,4.29446,3.08769,3.43562,3.21039,3.44397,4.0322,3.21796,3.36481,3.66552,3.54172,3.38064,4.61645,3.49036,3.54172,4.05959,3.42125,4.08713
"WFDC11",2.2844,2.29632,2.31098,2.29174,2.30634,2.26959,2.28441,2.32132,2.42685,2.24376,2.33685,2.45544,2.34602,2.33987,2.28562,2.32962,2.26642,2.91448,2.32029,3.07984
"IFNL2 /// IFNL3",2.25768,2.27355,2.20954,2.25768,2.25211,2.24563,2.24083,2.22651,2.22396,2.26722,2.26994,2.30331,2.28651,2.28645,2.19819,2.30825,2.1872,2.3387,2.23943,2.60692
"JAK1",7.233315,8.0199675,7.633145,7.4126175,6.6734075,6.4569575,7.16279,8.523355,6.2210875,7.1501075,7.297995,5.2975825,5.288665,6.6287275,5.121095,5.684525,5.43266,4.8314875,5.6568475,4.4825475
"CDC42SE2",6.08532,6.12352,5.64711666666667,5.62152,6.16492666666667,6.45166,6.25650333333333,5.97153333333333,6.70448333333333,7.20473333333333,5.80479666666667,4.92667333333333,5.40764333333333,7.68267333333333,6.16659,6.78762333333333,5.58061333333333,5.80566666666667,6.49298666666667,7.69926666666667
"ACACB",8.22633166666667,9.50761833333333,9.29913,10.35042,3.521815,4.53335,5.36210166666667,3.50182833333333,5.99471666666667,6.47450833333333,4.03703166666667,5.15165166666667,4.90367833333333,4.05369666666667,6.19838833333333,8.12316,6.20396333333333,7.24917333333333,5.36283333333333,4.75220833333333
"RFWD2",8.25546,8.16496,8.085725,8.40727,8.176325,8.38549,8.20513,8.28675,7.764505,8.510445,8.039165,7.52581,8.51569,7.96915,7.92122,7.5779,8.56611,7.4847,8.88103,7.14213
"STX6",4.879276,4.93144,4.919848,4.872026,5.926692,5.196946,5.302842,5.215158,4.290712,5.687876,5.09928,5.738558,6.518926,4.915894,5.667944,4.54097,5.91116,5.118496,5.628432,4.406632
"ANLN",5.82362,3.14184,3.74444,3.491595,9.92932,7.44314,7.234575,8.18737,4.21024,8.479725,7.104605,7.19227,8.183035,6.777055,5.73777,4.95345,6.04823,5.109205,6.61804,4.585625
"SPRR4",6.10447,5.9279,6.10156,6.09333,6.12318,5.55824,5.94232,5.94057,7.47408,6.12625,6.15131,6.62413,6.51733,6.171,6.12158,7.53442,5.24013,6.97222,6.05434,8.98987
"POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL",6.19836,6.968055,7.538245,6.647115,7.036085,6.668805,6.39327,6.849105,5.66607,7.342585,7.227005,6.62392,6.88147,6.66542,3.798445,4.09728,6.36369,4.020475,6.436835,5.242145
"LOC441259 /// POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL",5.94066,8.41697,7.61618,7.37485,8.5719,7.74336,7.04342,8.0704,5.3896,9.42929,7.53492,6.70059,7.17579,7.6658,5.00681,3.67402,6.79208,4.36104,6.78634,4.26799
"HSH2D",2.677,2.59224,2.63043,2.61394,2.63652,4.43285,2.68396,2.57352,2.71074,4.29269,2.77088,3.31065,2.72859,4.78074,2.55464,2.71776,6.21124,3.86143,5.13715,3.27159
"TRNT1",5.66039333333333,6.45398333333333,5.74045,5.74767666666667,6.03531333333333,7.15164666666667,5.74410333333333,6.14898666666667,4.55299,6.58329666666667,5.08975,4.84091,4.80322,5.57885666666667,5.99915666666667,5.88125333333333,5.45732666666667,5.67878666666667,5.51262,5.54742666666667
"TMEM163",3.962585,5.073915,5.745415,5.36667,3.507115,3.44957,4.159265,4.14993,5.405135,3.67083,4.005545,4.02184,3.879575,5.63677,4.357575,4.25599,3.75981,3.724805,4.503695,4.310505
"ARHGAP5",5.64215,5.935012,5.295004,5.994416,5.739644,5.729604,5.887516,5.175714,5.862168,6.355422,4.96386,4.453918,4.841748,5.990212,6.228846,5.829536,5.435174,5.933778,4.7757,6.629438
"HERPUD2",6.65442333333333,7.27728333333333,6.82426666666667,6.92958666666667,7.16701333333333,7.48895,7.21933333333333,6.92127,6.18629333333333,7.62090333333333,6.62781333333333,6.32181666666667,7.0358,7.11521666666667,5.78043333333333,6.10475333333333,6.16412666666667,5.81243333333333,7.08003,3.91410333333333
"JMJD6",6.145325,5.5819775,5.79937,5.8424325,5.6380925,5.70344,5.141245,5.62904,5.279395,5.57334,5.998375,6.046175,6.108285,4.3680325,5.879885,5.3525175,6.00204,5.448035,5.9756175,4.9426
"SRCAP",3.254005,3.1889,3.281185,3.1463725,3.2481,3.24368,3.7797675,3.25499,3.33384,3.61637,3.289155,3.3424725,3.32676,3.2850625,3.353915,3.28196,3.87838,3.5901125,3.3633725,3.9869425
"MAP3K6",4.4661,4.27281666666667,4.35854666666667,4.39043333333333,3.59880666666667,3.39858333333333,4.46212,4.02524333333333,4.16586,3.23759,4.24103,3.72022666666667,3.82395666666667,3.45707,3.25703666666667,3.60993,3.82754,3.56015666666667,3.78909666666667,2.49862
"ARSG",4.27151,4.276105,4.416385,4.47759,3.98276,7.30818,4.34045,5.82214,4.2719,6.4577,4.07016,4.132495,4.141145,4.64026,5.58555,4.11579,6.600235,6.03167,6.24196,5.346675
"ZNF101",4.75976666666667,4.52777666666667,5.0592,4.74377333333333,4.81832333333333,5.66872,5.34587,5.23086333333333,4.50365333333333,5.32028666666667,4.15213666666667,4.36379333333333,5.06495666666667,6.83950333333333,5.38854333333333,4.69517666666667,6.61002,4.01196,6.66855333333333,4.14063
"PTPN11",5.68487,6.23073833333333,5.817575,5.699,5.76114666666667,5.73404166666667,5.093665,5.66375,5.42291833333333,6.25426666666667,5.29580166666667,5.201975,5.54475833333333,5.14594833333333,4.83305666666667,5.35923666666667,4.76699333333333,5.04237833333333,5.17181166666667,4.56987666666667
